Genome-ID,Oral_Taxon-ID,Genus,Species,SubSpecies,Strain,No. Contigs,Total Length,MAG,Assembly Level,GC %,Genus_for_pathogen,is_pathogen
GCA_015274055.1,HMT-116,Staphylococcus,capitis,,R5943,36,2618481,,Contig,32.67,staphylococcus,0
GCA_015274095.1,HMT-116,Staphylococcus,capitis,,R5942,31,2624874,,Contig,32.67,staphylococcus,0
GCA_015274115.1,HMT-116,Staphylococcus,capitis,,R6026,21,2515456,,Contig,32.75,staphylococcus,0
GCA_015274185.1,HMT-116,Staphylococcus,capitis,,R6023,22,2515849,,Contig,32.76,staphylococcus,0
GCA_015645205.1,HMT-116,Staphylococcus,capitis,,C34,33,2558708,,Contig,32.84,staphylococcus,0
GCA_015645265.1,HMT-116,Staphylococcus,capitis,,C06_1,28,2518283,,Contig,32.83,staphylococcus,0
GCA_017167155.1,HMT-116,Staphylococcus,capitis,,F6_7S_P_4,16,2451586,,Scaffold,32.78,staphylococcus,0
GCA_017167295.1,HMT-116,Staphylococcus,capitis,,F6_7S_P_1,23,2502093,,Contig,32.83,staphylococcus,0
GCA_017315425.1,HMT-116,Staphylococcus,capitis,,DSM 20325,37,2417641,,Contig,32.72,staphylococcus,0
GCA_017315685.1,HMT-116,Staphylococcus,capitis,,HAF22,29,2380266,,Contig,32.76,staphylococcus,0
GCA_018407735.1,HMT-116,Staphylococcus,capitis,,1I27,35,2456583,,Contig,32.69,staphylococcus,0
GCA_018407745.1,HMT-116,Staphylococcus,capitis,,1I23,34,2547948,,Contig,32.79,staphylococcus,0
GCA_018407905.1,HMT-116,Staphylococcus,capitis,,1H29,18,2403389,,Contig,32.79,staphylococcus,0
GCA_018917165.1,HMT-116,Staphylococcus,capitis,,N50,23,2484181,,Contig,32.75,staphylococcus,0
GCA_020682835.1,HMT-116,Staphylococcus,capitis,,SS160_SC_UNIFESP,22,2508421,,Contig,32.8,staphylococcus,0
GCA_020739965.1,HMT-116,Staphylococcus,capitis,,AATYY,18,2485315,,Contig,32.85,staphylococcus,0
GCA_020740065.1,HMT-116,Staphylococcus,capitis,,AATZJ,16,2431250,,Contig,32.86,staphylococcus,0
GCA_020740075.1,HMT-116,Staphylococcus,capitis,,AATZA,22,2514309,,Contig,32.78,staphylococcus,0
GCA_020740145.1,HMT-116,Staphylococcus,capitis,,AATYZ,10,2440222,,Contig,32.88,staphylococcus,0
GCA_020883475.1,HMT-116,Staphylococcus,capitis,,XZ03,1,2565475,,Complete Genome,32.93,staphylococcus,0
GCA_020907165.1,HMT-116,Staphylococcus,capitis,,AATYT,16,2487323,,Contig,32.84,staphylococcus,0
GCA_022531845.1,HMT-116,Staphylococcus,capitis,,LR 95,3,2632988,,Complete Genome,32.85,staphylococcus,0
GCA_022762925.1,HMT-116,Staphylococcus,capitis,,LR4,38,2606208,,Contig,32.77,staphylococcus,0
GCA_022762945.1,HMT-116,Staphylococcus,capitis,,LR16,43,2596660,,Contig,32.71,staphylococcus,0
GCA_023148985.1,HMT-116,Staphylococcus,capitis,,EYE_742,27,2406708,,Contig,32.67,staphylococcus,0
GCA_025149525.1,HMT-116,Staphylococcus,capitis,,p3-SID1731,12,2477307,,Contig,32.81,staphylococcus,0
GCA_025272695.1,HMT-116,Staphylococcus,capitis,,K1-2-2-23,2,2546812,,Complete Genome,32.96,staphylococcus,0
GCA_025272815.1,HMT-116,Staphylococcus,capitis,,H17,2,2491837,,Complete Genome,32.98,staphylococcus,0
GCA_025272975.1,HMT-116,Staphylococcus,capitis,,DSM 20326,5,2486324,,Complete Genome,32.88,staphylococcus,0
GCA_025370135.1,HMT-116,Staphylococcus,capitis,,DSM 31028,10,2469425,,Scaffold,32.94,staphylococcus,0
GCA_026430575.1,HMT-116,Staphylococcus,capitis,,CCSM0123,5,2549044,,Complete Genome,32.8,staphylococcus,0
GCA_027664685.1,HMT-116,Staphylococcus,capitis,,AF94-12M2BA,31,2403042,,Scaffold,32.72,staphylococcus,0
GCA_029917375.1,HMT-116,Staphylococcus,capitis,,ADPXQ,38,2450491,,Contig,32.91,staphylococcus,0
GCA_029918385.1,HMT-116,Staphylococcus,capitis,,ADPVN,35,2493082,,Contig,32.93,staphylococcus,0
GCA_029924965.1,HMT-116,Staphylococcus,capitis,,ACVHD,20,2613967,,Contig,32.65,staphylococcus,0
GCA_029924985.1,HMT-116,Staphylococcus,capitis,,ACVHC,26,2615174,,Contig,32.66,staphylococcus,0
GCA_029925065.1,HMT-116,Staphylococcus,capitis,,ACVGX,29,2441468,,Contig,32.9,staphylococcus,0
GCA_029925625.1,HMT-116,Staphylococcus,capitis,,ACVFB,17,2479086,,Contig,32.83,staphylococcus,0
GCA_029926435.1,HMT-116,Staphylococcus,capitis,,ACVGQ,15,2445644,,Contig,32.89,staphylococcus,0
GCA_029926445.1,HMT-116,Staphylococcus,capitis,,ACVGO,18,2444570,,Contig,32.89,staphylococcus,0
GCA_029926485.1,HMT-116,Staphylococcus,capitis,,ACVGN,16,2445446,,Contig,32.89,staphylococcus,0
GCA_029926805.1,HMT-116,Staphylococcus,capitis,,ACVFA,37,2547235,,Contig,32.65,staphylococcus,0
GCA_029927345.1,HMT-116,Staphylococcus,capitis,,ACVCL,22,2431228,,Contig,32.67,staphylococcus,0
GCA_029927385.1,HMT-116,Staphylococcus,capitis,,ACVCI,14,2478672,,Contig,32.83,staphylococcus,0
GCA_029927405.1,HMT-116,Staphylococcus,capitis,,ACVCG,17,2479516,,Contig,32.84,staphylococcus,0
GCA_029927425.1,HMT-116,Staphylococcus,capitis,,ACVCH,16,2478771,,Contig,32.83,staphylococcus,0
GCA_029928775.1,HMT-116,Staphylococcus,capitis,,ACVEN,19,2431738,,Contig,32.67,staphylococcus,0
GCA_029928945.1,HMT-116,Staphylococcus,capitis,,ACVCK,23,2432285,,Contig,32.67,staphylococcus,0
GCA_029928965.1,HMT-116,Staphylococcus,capitis,,ACVCJ,25,2431282,,Contig,32.67,staphylococcus,0
GCA_029928985.1,HMT-116,Staphylococcus,capitis,,ACVCF,14,2478062,,Contig,32.83,staphylococcus,0
GCA_030230485.1,HMT-116,Staphylococcus,capitis,,UMB6688.2,23,2500385,,Contig,32.78,staphylococcus,0
GCA_900068995.1,HMT-116,Staphylococcus,capitis,,CR07,26,2474601,,Contig,32.83,staphylococcus,0
GCA_901482635.1,HMT-116,Staphylococcus,capitis,,NCTC11045,3,2485020,,Contig,32.83,staphylococcus,0
GCA_000160215.1,HMT-567,Staphylococcus,caprae,,M23864:W1,26,2629570,,Scaffold,33.96,staphylococcus,0
GCA_000931485.1,HMT-567,Staphylococcus,caprae,,9557,85,2747651,,Contig,33.34,staphylococcus,0
GCA_001071965.1,HMT-567,Staphylococcus,caprae,,252_SWAR,122,2593581,,Contig,33.45,staphylococcus,0
GCA_001836225.1,HMT-567,Staphylococcus,caprae,,HMSC036D05,23,2536023,,Scaffold,33.59,staphylococcus,0
GCA_001839105.1,HMT-567,Staphylococcus,caprae,,HMSC62A08,51,2587345,,Scaffold,33.62,staphylococcus,0
GCA_002276615.1,HMT-567,Staphylococcus,caprae,,OG2-2,193,2659121,,Contig,33.86,staphylococcus,0
GCA_002902725.1,HMT-567,Staphylococcus,caprae,,NCTC 12196,101,2606761,,Scaffold,33.52,staphylococcus,0
GCA_003522455.1,HMT-567,Staphylococcus,caprae,,UBA10739,61,2229926,,Scaffold,33.71,staphylococcus,0
GCA_003578345.1,HMT-567,Staphylococcus,caprae,,SNUC 4023,141,2580743,,Contig,33.43,staphylococcus,0
GCA_003966585.1,HMT-567,Staphylococcus,caprae,,JMUB145,1,2618380,,Complete Genome,33.66,staphylococcus,0
GCA_003966605.1,HMT-567,Staphylococcus,caprae,,JMUB590,1,2629173,,Complete Genome,33.61,staphylococcus,0
GCA_003966625.1,HMT-567,Staphylococcus,caprae,,JMUB898,1,2598513,,Complete Genome,33.62,staphylococcus,0
GCA_007814385.1,HMT-567,Staphylococcus,caprae,,26D,2,2691499,,Complete Genome,33.62,staphylococcus,0
GCA_012851115.1,HMT-567,Staphylococcus,caprae,,SY333,6,2764332,,Complete Genome,33.48,staphylococcus,0
GCA_017167785.1,HMT-567,Staphylococcus,caprae,,F5_7S_P12B,12,2636914,,Contig,33.49,staphylococcus,0
GCA_018407965.1,HMT-567,Staphylococcus,caprae,,1H22,20,2672556,,Contig,33.37,staphylococcus,0
GCA_018916935.1,HMT-567,Staphylococcus,caprae,,N99,13,2645395,,Contig,33.43,staphylococcus,0
GCA_019685475.1,HMT-567,Staphylococcus,caprae,,78/2016,30,2610590,,Contig,33.53,staphylococcus,0
GCA_019685795.1,HMT-567,Staphylococcus,caprae,,28/2016,145,2476032,,Contig,33.59,staphylococcus,0
GCA_019685855.1,HMT-567,Staphylococcus,caprae,,76/2016,49,2589900,,Contig,33.42,staphylococcus,0
GCA_022690585.1,HMT-567,Staphylococcus,caprae,,acrog,44,2629195,,Contig,33.42,staphylococcus,0
GCA_029928745.1,HMT-567,Staphylococcus,caprae,,ACVEO,22,2603025,,Contig,33.53,staphylococcus,0
GCA_030053435.1,HMT-567,Staphylococcus,caprae,,GBY4178,50,2544326,,Scaffold,33.42,staphylococcus,0
GCA_030212385.1,HMT-567,Staphylococcus,caprae,,UMB9967,21,2619734,,Contig,33.35,staphylococcus,0
GCA_030217915.1,HMT-567,Staphylococcus,caprae,,UMB1181,78,2662207,,Contig,33.41,staphylococcus,0
GCA_900458385.1,HMT-567,Staphylococcus,caprae,,NCTC12196,6,2652349,,Contig,33.64,staphylococcus,0
GCA_002902365.1,HMT-117,Staphylococcus,cohnii,,NCTC 11041,69,2637875,,Scaffold,32.26,staphylococcus,0
GCA_003956025.1,HMT-117,Staphylococcus,cohnii,,FDAARGOS_538,2,2700845,,Complete Genome,32.38,staphylococcus,0
GCA_007992675.1,HMT-117,Staphylococcus,cohnii,,NBRC 109713,67,2563846,,Contig,32.23,staphylococcus,0
GCA_030220105.1,HMT-117,Staphylococcus,cohnii,,SDAQ-1,3,2798844,,Complete Genome,32.59,staphylococcus,0
GCA_900458255.1,HMT-117,Staphylococcus,cohnii,,NCTC11041,2,2694244,,Contig,32.38,staphylococcus,0
GCA_900458845.1,HMT-117,Staphylococcus,cohnii,,NCTC7623,2,2672175,,Contig,32.4,staphylococcus,0
GCA_000007645.1,HMT-601,Staphylococcus,epidermidis,,ATCC 12228,7,2564615,,Complete Genome,32.05,staphylococcus,0
GCA_000011925.1,HMT-601,Staphylococcus,epidermidis,,RP62A,2,2643840,,Complete Genome,32.15,staphylococcus,0
GCA_000759555.1,HMT-601,Staphylococcus,epidermidis,,SEI,2,2538314,,Complete Genome,32.05,staphylococcus,0
GCA_001310935.1,HMT-601,Staphylococcus,epidermidis,,JCM 2414,44,2302683,,Contig,32.11,staphylococcus,0
GCA_001956655.2,HMT-601,Staphylococcus,epidermidis,,14.1.R1,4,2606667,,Complete Genome,32.18,staphylococcus,0
GCA_002087975.1,HMT-601,Staphylococcus,epidermidis,,ATCC 14990,37,2457519,,Scaffold,32.12,staphylococcus,0
GCA_002215535.1,HMT-601,Staphylococcus,epidermidis,,AMT,6,2570371,,Complete Genome,32.08,staphylococcus,0
GCA_002850315.1,HMT-601,Staphylococcus,epidermidis,,DAR1907,1,2727549,,Complete Genome,32.09,staphylococcus,0
GCA_002901875.1,HMT-601,Staphylococcus,epidermidis,,NCTC 11047,62,2442385,,Scaffold,32.07,staphylococcus,0
GCA_002944995.1,HMT-601,Staphylococcus,epidermidis,,FDAARGOS_153,5,2551965,,Complete Genome,32.15,staphylococcus,0
GCA_002954055.1,HMT-601,Staphylococcus,epidermidis,,FDAARGOS_161,3,2515734,,Complete Genome,32.15,staphylococcus,0
GCA_003812425.1,HMT-601,Staphylococcus,epidermidis,,FDAARGOS_529,3,2577406,,Complete Genome,32.22,staphylococcus,0
GCA_003856395.1,HMT-601,Staphylococcus,epidermidis,,CDC120,4,2571738,,Complete Genome,32.16,staphylococcus,0
GCA_003856455.1,HMT-601,Staphylococcus,epidermidis,,CDC121,3,2571939,,Complete Genome,32.1,staphylococcus,0
GCA_006094375.1,HMT-601,Staphylococcus,epidermidis,,ATCC 14990,3,2491058,,Complete Genome,32.22,staphylococcus,0
GCA_006742205.1,HMT-601,Staphylococcus,epidermidis,,NBRC 100911,2,2427041,,Complete Genome,32.29,staphylococcus,0
GCA_011038575.1,HMT-601,Staphylococcus,epidermidis,,E73,1,2449132,,Complete Genome,32.19,staphylococcus,0
GCA_014334295.1,HMT-601,Staphylococcus,epidermidis,,LM087,1,2494355,,Complete Genome,32.22,staphylococcus,0
GCA_014490515.1,HMT-601,Staphylococcus,epidermidis,,Z0118SE0132,1,2521618,,Complete Genome,32.26,staphylococcus,0
GCA_016026915.1,HMT-601,Staphylococcus,epidermidis,,FDAARGOS_913,8,2626794,,Complete Genome,31.98,staphylococcus,0
GCA_016406225.1,HMT-601,Staphylococcus,epidermidis,,SE48,3,2232213,,Complete Genome,32.15,staphylococcus,0
GCA_016406625.1,HMT-601,Staphylococcus,epidermidis,,PH1-28,6,2598183,,Complete Genome,32.05,staphylococcus,0
GCA_016834475.1,HMT-601,Staphylococcus,epidermidis,,Z0118SE0269,4,2544994,,Complete Genome,32.17,staphylococcus,0
GCA_016889165.1,HMT-601,Staphylococcus,epidermidis,,FDAARGOS_1243,7,2534934,,Complete Genome,32.21,staphylococcus,0
GCA_016903555.1,HMT-601,Staphylococcus,epidermidis,,FDAARGOS_1363,4,2509593,,Complete Genome,32.24,staphylococcus,0
GCA_016903575.1,HMT-601,Staphylococcus,epidermidis,,FDAARGOS_1364,3,2448657,,Complete Genome,32.22,staphylococcus,0
GCA_019329325.1,HMT-601,Staphylococcus,epidermidis,,B1200343,3,2732693,,Complete Genome,31.91,staphylococcus,0
GCA_019329365.1,HMT-601,Staphylococcus,epidermidis,,B1208538,3,2733536,,Complete Genome,31.91,staphylococcus,0
GCA_019329405.1,HMT-601,Staphylococcus,epidermidis,,B1220165,3,2733982,,Complete Genome,31.91,staphylococcus,0
GCA_019329425.1,HMT-601,Staphylococcus,epidermidis,,B1230143,3,2781629,,Complete Genome,31.94,staphylococcus,0
GCA_019329505.1,HMT-601,Staphylococcus,epidermidis,,B1262351,3,2735368,,Complete Genome,31.92,staphylococcus,0
GCA_019329525.1,HMT-601,Staphylococcus,epidermidis,,B1264454,2,2726253,,Complete Genome,31.92,staphylococcus,0
GCA_019329565.1,HMT-601,Staphylococcus,epidermidis,,B1265603,3,2732707,,Complete Genome,31.91,staphylococcus,0
GCA_019329625.1,HMT-601,Staphylococcus,epidermidis,,B1266915,2,2648277,,Complete Genome,31.95,staphylococcus,0
GCA_019329665.1,HMT-601,Staphylococcus,epidermidis,,B1272014,2,2815778,,Complete Genome,31.97,staphylococcus,0
GCA_019329685.1,HMT-601,Staphylococcus,epidermidis,,B1275857,2,2726248,,Complete Genome,31.92,staphylococcus,0
GCA_019329725.1,HMT-601,Staphylococcus,epidermidis,,B1276296,2,2726233,,Complete Genome,31.92,staphylococcus,0
GCA_019329745.1,HMT-601,Staphylococcus,epidermidis,,B1276912,3,2832623,,Complete Genome,31.95,staphylococcus,0
GCA_019329805.1,HMT-601,Staphylococcus,epidermidis,,B1285135,2,2726087,,Complete Genome,31.92,staphylococcus,0
GCA_019330125.1,HMT-601,Staphylococcus,epidermidis,,V1933625,3,2732697,,Complete Genome,31.91,staphylococcus,0
GCA_019330145.1,HMT-601,Staphylococcus,epidermidis,,V1933793,3,2754745,,Complete Genome,31.87,staphylococcus,0
GCA_019330165.1,HMT-601,Staphylococcus,epidermidis,,V1936703,3,2732703,,Complete Genome,31.91,staphylococcus,0
GCA_019330185.1,HMT-601,Staphylococcus,epidermidis,,V1937538,3,2751270,,Complete Genome,31.88,staphylococcus,0
GCA_019330205.1,HMT-601,Staphylococcus,epidermidis,,V1939586,2,2726247,,Complete Genome,31.92,staphylococcus,0
GCA_019330225.1,HMT-601,Staphylococcus,epidermidis,,V1949610,3,2732705,,Complete Genome,31.91,staphylococcus,0
GCA_019330245.1,HMT-601,Staphylococcus,epidermidis,,V1950266,3,2754755,,Complete Genome,31.87,staphylococcus,0
GCA_021398305.1,HMT-601,Staphylococcus,epidermidis,,CBPA-ST-10002,4,2473252,,Complete Genome,32.19,staphylococcus,0
GCA_021398325.1,HMT-601,Staphylococcus,epidermidis,,CBPA-ST-11003,2,2591267,,Complete Genome,32.17,staphylococcus,0
GCA_021398345.1,HMT-601,Staphylococcus,epidermidis,,AZ22,2,2475286,,Complete Genome,32.23,staphylococcus,0
GCA_021496015.1,HMT-601,Staphylococcus,epidermidis,,44,3,2401799,,Complete Genome,32.24,staphylococcus,0
GCA_021496075.1,HMT-601,Staphylococcus,epidermidis,,45A6,2,2447700,,Complete Genome,32.17,staphylococcus,0
GCA_021513055.1,HMT-601,Staphylococcus,epidermidis,,52B,4,2532862,,Complete Genome,32.15,staphylococcus,0
GCA_021513075.1,HMT-601,Staphylococcus,epidermidis,,50D,4,2494613,,Complete Genome,32.2,staphylococcus,0
GCA_021513115.1,HMT-601,Staphylococcus,epidermidis,,BC1190,5,2521740,,Complete Genome,32.15,staphylococcus,0
GCA_022832915.1,HMT-601,Staphylococcus,epidermidis,,C100,7,2541647,,Complete Genome,32.15,staphylococcus,0
GCA_022869565.1,HMT-601,Staphylococcus,epidermidis,,PartG-Sepidermidis-RM8376,4,2594997,,Complete Genome,32.01,staphylococcus,0
GCA_022919195.1,HMT-601,Staphylococcus,epidermidis,,SKN25lux,1,2539082,,Complete Genome,32.34,staphylococcus,0
GCA_023547085.1,HMT-601,Staphylococcus,epidermidis,,C019,2,2634259,,Complete Genome,32.0,staphylococcus,0
GCA_024204705.1,HMT-601,Staphylococcus,epidermidis,,TMDU-41,5,2472870,,Complete Genome,32.2,staphylococcus,0
GCA_024204745.1,HMT-601,Staphylococcus,epidermidis,,TMDU-137,6,2573209,,Complete Genome,32.18,staphylococcus,0
GCA_024204765.1,HMT-601,Staphylococcus,epidermidis,,TMDU-190,2,2734660,,Complete Genome,32.08,staphylococcus,0
GCA_024204785.1,HMT-601,Staphylococcus,epidermidis,,TMDU-265,4,2761052,,Complete Genome,32.11,staphylococcus,0
GCA_024204845.1,HMT-601,Staphylococcus,epidermidis,,TMDU-323,3,2485634,,Complete Genome,32.2,staphylococcus,0
GCA_024204865.1,HMT-601,Staphylococcus,epidermidis,,TMDU-2014-62,2,2646864,,Complete Genome,32.16,staphylococcus,0
GCA_024204905.1,HMT-601,Staphylococcus,epidermidis,,TSM-18,4,2659990,,Complete Genome,32.09,staphylococcus,0
GCA_024204925.1,HMT-601,Staphylococcus,epidermidis,,TSM-36,3,2602631,,Complete Genome,32.25,staphylococcus,0
GCA_024204965.1,HMT-601,Staphylococcus,epidermidis,,TSM-50,2,2503340,,Complete Genome,32.23,staphylococcus,0
GCA_025558645.1,HMT-601,Staphylococcus,epidermidis,,IVB6256,2,2469183,,Complete Genome,32.14,staphylococcus,0
GCA_025558665.1,HMT-601,Staphylococcus,epidermidis,,IVB6213,1,2484775,,Complete Genome,32.17,staphylococcus,0
GCA_025558685.1,HMT-601,Staphylococcus,epidermidis,,IVB6210,2,2504304,,Complete Genome,32.15,staphylococcus,0
GCA_025558705.1,HMT-601,Staphylococcus,epidermidis,,IVB6208,2,2544812,,Complete Genome,32.16,staphylococcus,0
GCA_025558725.1,HMT-601,Staphylococcus,epidermidis,,IVB6194,1,2552216,,Complete Genome,32.28,staphylococcus,0
GCA_025665415.1,HMT-601,Staphylococcus,epidermidis,,AH6072,4,2507467,,Complete Genome,32.16,staphylococcus,0
GCA_026153315.1,HMT-601,Staphylococcus,epidermidis,,CCSM0287,4,2531086,,Complete Genome,32.01,staphylococcus,0
GCA_029457595.1,HMT-601,Staphylococcus,epidermidis,,32FSE06,1,2501976,,Complete Genome,32.18,staphylococcus,0
GCA_029691705.1,HMT-601,Staphylococcus,epidermidis,,32FSE02,3,2484214,,Complete Genome,32.14,staphylococcus,0
GCA_029691725.1,HMT-601,Staphylococcus,epidermidis,,44DSE01,3,2528901,,Complete Genome,32.1,staphylococcus,0
GCA_029691775.1,HMT-601,Staphylococcus,epidermidis,,32FSE07,3,2563036,,Complete Genome,32.06,staphylococcus,0
GCA_029691795.1,HMT-601,Staphylococcus,epidermidis,,47FSE01,3,2527411,,Complete Genome,32.1,staphylococcus,0
GCA_029691815.1,HMT-601,Staphylococcus,epidermidis,,1FSE05,2,2481384,,Complete Genome,32.28,staphylococcus,0
GCA_029691875.1,HMT-601,Staphylococcus,epidermidis,,24FSE04,6,2542396,,Complete Genome,32.17,staphylococcus,0
GCA_029691895.1,HMT-601,Staphylococcus,epidermidis,,24FSE01,5,2540654,,Complete Genome,32.08,staphylococcus,0
GCA_029691915.1,HMT-601,Staphylococcus,epidermidis,,20DL,5,2607338,,Complete Genome,32.03,staphylococcus,0
GCA_029691935.1,HMT-601,Staphylococcus,epidermidis,,1FSE01,2,2494103,,Complete Genome,32.27,staphylococcus,0
GCA_029691955.1,HMT-601,Staphylococcus,epidermidis,,1FSE03,2,2525918,,Complete Genome,32.2,staphylococcus,0
GCA_030012845.1,HMT-601,Staphylococcus,epidermidis,,7049,6,2640687,,Complete Genome,31.97,staphylococcus,0
GCA_030013945.1,HMT-601,Staphylococcus,epidermidis,,7073,1,2526144,,Complete Genome,32.23,staphylococcus,0
GCA_030014045.1,HMT-601,Staphylococcus,epidermidis,,7055,1,2526192,,Complete Genome,32.23,staphylococcus,0
GCA_030014105.1,HMT-601,Staphylococcus,epidermidis,,7052,1,2526290,,Complete Genome,32.23,staphylococcus,0
GCA_030435915.1,HMT-601,Staphylococcus,epidermidis,,CKFA-393,4,2453845,,Complete Genome,32.17,staphylococcus,0
GCA_030435975.1,HMT-601,Staphylococcus,epidermidis,,CCSH-141,2,2537768,,Complete Genome,32.06,staphylococcus,0
GCA_900086615.2,HMT-601,Staphylococcus,epidermidis,,BPH0662,4,2854742,,Complete Genome,31.98,staphylococcus,0
GCA_900458605.1,HMT-601,Staphylococcus,epidermidis,,NCTC11047,5,2538008,,Contig,32.21,staphylococcus,0
GCA_900638695.1,HMT-601,Staphylococcus,epidermidis,,NCTC13924,1,2750807,,Complete Genome,31.99,staphylococcus,0
GCA_902509485.1,HMT-601,Staphylococcus,epidermidis,,none,3,2547194,,Complete Genome,32.08,staphylococcus,0
GCA_902509495.1,HMT-601,Staphylococcus,epidermidis,,none,2,2541041,,Complete Genome,32.1,staphylococcus,0
GCA_902509505.1,HMT-601,Staphylococcus,epidermidis,,none,3,2581001,,Complete Genome,32.03,staphylococcus,0
GCA_902509515.1,HMT-601,Staphylococcus,epidermidis,,none,3,2598654,,Complete Genome,32.25,staphylococcus,0
GCA_902509525.1,HMT-601,Staphylococcus,epidermidis,,none,2,2646468,,Complete Genome,32.15,staphylococcus,0
GCA_902509535.1,HMT-601,Staphylococcus,epidermidis,,none,3,2561733,,Complete Genome,32.22,staphylococcus,0
GCA_000009865.1,HMT-120,Staphylococcus,haemolyticus,,JCSC1435,4,2697861,,Complete Genome,32.78,staphylococcus,0
GCA_000759125.1,HMT-120,Staphylococcus,haemolyticus,,DNF00585,49,2357406,,Contig,32.52,staphylococcus,0
GCA_000763705.1,HMT-120,Staphylococcus,haemolyticus,,C10D,42,2440251,,Contig,32.6,staphylococcus,0
GCA_000763725.1,HMT-120,Staphylococcus,haemolyticus,,C10F,40,2458301,,Contig,32.58,staphylococcus,0
GCA_000972725.1,HMT-120,Staphylococcus,haemolyticus,,Sh29/312/L2,1,2561368,,Complete Genome,32.72,staphylococcus,0
GCA_001223985.1,HMT-120,Staphylococcus,haemolyticus,,278-10,25,2488619,,Contig,32.76,staphylococcus,0
GCA_001225905.1,HMT-120,Staphylococcus,haemolyticus,,140376,51,2372839,,Contig,32.58,staphylococcus,0
GCA_001228405.1,HMT-120,Staphylococcus,haemolyticus,,51-37,34,2332821,,Scaffold,32.59,staphylococcus,0
GCA_001228845.1,HMT-120,Staphylococcus,haemolyticus,,W59,42,2454272,,Contig,32.45,staphylococcus,0
GCA_001233565.1,HMT-120,Staphylococcus,haemolyticus,,CN1197,42,2331387,,Contig,32.73,staphylococcus,0
GCA_001237185.1,HMT-120,Staphylococcus,haemolyticus,,134634,44,2393643,,Scaffold,32.59,staphylococcus,0
GCA_001239225.1,HMT-120,Staphylococcus,haemolyticus,,2263-3461,18,2458332,,Scaffold,32.75,staphylococcus,0
GCA_001471515.2,HMT-120,Staphylococcus,haemolyticus,,FDAARGOS_130,2,2695523,,Contig,32.79,staphylococcus,0
GCA_001611955.1,HMT-120,Staphylococcus,haemolyticus,,S167,2,2560146,,Complete Genome,32.83,staphylococcus,0
GCA_002114275.1,HMT-120,Staphylococcus,haemolyticus,,IPK_TSA25,4,2517398,,Contig,32.79,staphylococcus,0
GCA_002165435.1,HMT-120,Staphylococcus,haemolyticus,,SH06,4,2501418,,Contig,32.65,staphylococcus,0
GCA_002901805.1,HMT-120,Staphylococcus,haemolyticus,,NCTC 11042,92,2472399,,Scaffold,32.71,staphylococcus,0
GCA_002906595.1,HMT-120,Staphylococcus,haemolyticus,,83131A,2,2610865,,Complete Genome,32.79,staphylococcus,0
GCA_002906615.1,HMT-120,Staphylococcus,haemolyticus,,83131B,3,2612666,,Complete Genome,32.79,staphylococcus,0
GCA_002952715.2,HMT-120,Staphylococcus,haemolyticus,,SGAir0252,2,2674594,,Complete Genome,32.79,staphylococcus,0
GCA_003217445.1,HMT-120,Staphylococcus,haemolyticus,,AtHG25,42,2437823,,Scaffold,32.67,staphylococcus,0
GCA_003596365.3,HMT-120,Staphylococcus,haemolyticus,,VB19458,1,2699210,,Complete Genome,32.77,staphylococcus,0
GCA_003956005.1,HMT-120,Staphylococcus,haemolyticus,,FDAARGOS_517,3,2669504,,Complete Genome,32.8,staphylococcus,0
GCA_005706435.1,HMT-120,Staphylococcus,haemolyticus,,PK-01,1,2615683,,Complete Genome,32.82,staphylococcus,0
GCA_006094395.1,HMT-120,Staphylococcus,haemolyticus,,ATCC 29970,3,2572027,,Complete Genome,32.91,staphylococcus,0
GCA_007004265.1,HMT-120,Staphylococcus,haemolyticus,,SDB1,30,2468753,,Contig,32.84,staphylococcus,0
GCA_007004275.1,HMT-120,Staphylococcus,haemolyticus,,SDA2,27,2444677,,Contig,32.83,staphylococcus,0
GCA_007992795.1,HMT-120,Staphylococcus,haemolyticus,,NBRC 109768,60,2399880,,Contig,32.68,staphylococcus,0
GCA_009189185.2,HMT-120,Staphylococcus,haemolyticus,,VB5326,1,2699292,,Complete Genome,32.76,staphylococcus,0
GCA_009791315.1,HMT-120,Staphylococcus,haemolyticus,,SDF1,24,2477199,,Contig,32.87,staphylococcus,0
GCA_009932715.2,HMT-120,Staphylococcus,haemolyticus,,SE2.14,6,2396041,,Complete Genome,32.69,staphylococcus,0
GCA_009932885.2,HMT-120,Staphylococcus,haemolyticus,,SE3.8,6,2396207,,Complete Genome,32.69,staphylococcus,0
GCA_009932935.2,HMT-120,Staphylococcus,haemolyticus,,SE3.9,6,2396096,,Complete Genome,32.69,staphylococcus,0
GCA_012955505.1,HMT-120,Staphylococcus,haemolyticus,,SCAID URN1-2019,1,2256190,,Chromosome,33.04,staphylococcus,0
GCA_015070685.1,HMT-120,Staphylococcus,haemolyticus,,HESMS017,20,2462495,,Contig,32.78,staphylococcus,0
GCA_016695195.1,HMT-120,Staphylococcus,haemolyticus,,MSA_JNM24C1,1,2502707,,Chromosome,32.95,staphylococcus,0
GCA_016695445.1,HMT-120,Staphylococcus,haemolyticus,,MSA_JNM60C2,1,2511057,,Chromosome,32.82,staphylococcus,0
GCA_017355005.1,HMT-120,Staphylococcus,haemolyticus,,7b,4,2398463,,Complete Genome,32.75,staphylococcus,0
